date,cycle,Wind direction,Wind speed (m/s),temperature (ｰC),irradiance (W/m2),Rain (mm/h)
3/17/20 8:00,16/03/2020 00h,81.0941879861023,1.40232660158826,10.9800048828125,119.213821411133,0
3/17/20 8:00,15/03/2020 12h,91.9201183021389,1.73803999139188,10.9699951171875,119.213821411133,0
3/17/20 9:00,17/03/2020 00h,102.88,0.87,13.45,452.625827608481,0
3/17/20 9:00,16/03/2020 12h,73.3143408004844,1.13787728255827,12.1100402832031,326.36572265625,0
3/17/20 9:00,16/03/2020 00h,84.2993865800187,1.74771808849897,12.8099609375,326.36572265625,0
3/17/20 9:00,15/03/2020 12h,90.485078154216,2.66000719329327,13.9499755859375,326.36572265625,0
3/17/20 10:00,17/03/2020 00h,49.42,1.82,15.89,634.576934992899,0
3/17/20 10:00,16/03/2020 12h,83.1317283137696,2.19856166029279,13.8300720214844,233.584365844727,0
3/17/20 10:00,16/03/2020 00h,62.527453202055,2.57801868731155,15.6000610351563,508.403930664062,0
3/17/20 10:00,15/03/2020 12h,63.8181504478936,3.02603557403872,16.2799011230469,508.403930664062,0
3/17/20 11:00,17/03/2020 00h,5.67,2.06,17.45,774.08800540821,0
3/17/20 11:00,16/03/2020 12h,74.6054864508241,1.88045557796404,15.6900573730469,346.324981689453,0
3/17/20 11:00,16/03/2020 00h,30.7771138181273,2.15289571754247,17.0598693847656,301.864288330078,0
3/17/20 11:00,15/03/2020 12h,42.6924380021217,2.53820737267257,17.5700317382813,652.922912597656,0
3/17/20 12:00,17/03/2020 00h,336.23,2.48,18.89,853.55841460849,0
3/17/20 12:00,16/03/2020 12h,9.44687552436484,1.35013139514981,16.5700012207031,435.097564697266,0
3/17/20 12:00,16/03/2020 00h,354.496083538853,2.42782770380504,18.5299621582031,750.073791503906,0
3/17/20 12:00,15/03/2020 12h,6.32484048664105,2.40207644587199,18.4699951171875,750.073791503906,0
